,Value
YYYY-50-DD 06:50:SS,254.9350739
YYYY-52-DD 06:52:SS,253.0467529
YYYY-54-DD 06:54:SS,253.2817078
YYYY-56-DD 06:56:SS,250.6264038
YYYY-58-DD 06:58:SS,250.7158203
YYYY-00-DD 07:00:SS,249.5729828
YYYY-02-DD 07:02:SS,253.3871307
YYYY-04-DD 07:04:SS,238.5466614
YYYY-06-DD 07:06:SS,224.8409882
YYYY-08-DD 07:08:SS,222.890625
YYYY-10-DD 07:10:SS,221.9812469
YYYY-12-DD 07:12:SS,218.6266937
YYYY-14-DD 07:14:SS,216.5844574
YYYY-16-DD 07:16:SS,214.8616638
YYYY-18-DD 07:18:SS,216.2756195
YYYY-20-DD 07:20:SS,215.1035919
YYYY-22-DD 07:22:SS,212.0656586
YYYY-24-DD 07:24:SS,213.7050323
YYYY-26-DD 07:26:SS,169.9955292
YYYY-28-DD 07:28:SS,160.7404785
YYYY-30-DD 07:30:SS,158.5875244
YYYY-32-DD 07:32:SS,156.1417084
YYYY-34-DD 07:34:SS,158.7810822
YYYY-36-DD 07:36:SS,158.0305634
YYYY-38-DD 07:38:SS,163.3448181
YYYY-40-DD 07:40:SS,160.7217102
YYYY-42-DD 07:42:SS,158.3721924
YYYY-44-DD 07:44:SS,156.6066742
YYYY-46-DD 07:46:SS,157.9325562
YYYY-48-DD 07:48:SS,153.1710815
YYYY-50-DD 07:50:SS,154.4668884
YYYY-52-DD 07:52:SS,154.5639954
YYYY-54-DD 07:54:SS,154.6499939
YYYY-56-DD 07:56:SS,155.4530487
YYYY-58-DD 07:58:SS,153.4279327
YYYY-00-DD 08:00:SS,164.490509
YYYY-02-DD 08:02:SS,170.0990143
YYYY-04-DD 08:04:SS,168.6141968
YYYY-06-DD 08:06:SS,167.5762482
YYYY-08-DD 08:08:SS,167.4410706
YYYY-10-DD 08:10:SS,166.5856018
YYYY-12-DD 08:12:SS,166.2691193
YYYY-14-DD 08:14:SS,164.8853302
YYYY-16-DD 08:16:SS,166.7030182
YYYY-18-DD 08:18:SS,166.9395752
YYYY-20-DD 08:20:SS,164.4588165
YYYY-22-DD 08:22:SS,155.4203186
YYYY-24-DD 08:24:SS,154.6335602
YYYY-26-DD 08:26:SS,153.6169434
YYYY-28-DD 08:28:SS,154.3580933
YYYY-30-DD 08:30:SS,153.2649994
YYYY-32-DD 08:32:SS,152.1517639
YYYY-34-DD 08:34:SS,151.5221252
YYYY-36-DD 08:36:SS,154.963089
YYYY-38-DD 08:38:SS,154.701889
YYYY-40-DD 08:40:SS,153.4155731
YYYY-42-DD 08:42:SS,154.3500977
YYYY-44-DD 08:44:SS,153.9389191
YYYY-46-DD 08:46:SS,152.8607483
YYYY-48-DD 08:48:SS,153.3646088
YYYY-50-DD 08:50:SS,153.3782043
YYYY-52-DD 08:52:SS,154.3076324
YYYY-54-DD 08:54:SS,153.285202
YYYY-56-DD 08:56:SS,152.3297119
YYYY-58-DD 08:58:SS,155.0051422
YYYY-00-DD 09:00:SS,159.8603821
YYYY-02-DD 09:02:SS,158.4378815
YYYY-04-DD 09:04:SS,158.43396
YYYY-06-DD 09:06:SS,158.0031891
YYYY-08-DD 09:08:SS,159.1672058
YYYY-10-DD 09:10:SS,158.1777344
YYYY-12-DD 09:12:SS,152.2123566
YYYY-14-DD 09:14:SS,152.1364136
YYYY-16-DD 09:16:SS,150.289566
YYYY-18-DD 09:18:SS,149.0263062
YYYY-20-DD 09:20:SS,149.1105347
YYYY-22-DD 09:22:SS,147.9252167
YYYY-24-DD 09:24:SS,149.4044647
YYYY-26-DD 09:26:SS,151.8900757
YYYY-28-DD 09:28:SS,150.2600098
YYYY-30-DD 09:30:SS,152.5766907
YYYY-32-DD 09:32:SS,149.3012848
YYYY-34-DD 09:34:SS,147.1009369
YYYY-36-DD 09:36:SS,149.1909332
YYYY-38-DD 09:38:SS,148.053894
YYYY-40-DD 09:40:SS,148.9621277
YYYY-42-DD 09:42:SS,149.8770294
YYYY-44-DD 09:44:SS,148.0867615
YYYY-46-DD 09:46:SS,151.6068268
YYYY-48-DD 09:48:SS,149.3173676
YYYY-50-DD 09:50:SS,148.7601166
YYYY-52-DD 09:52:SS,150.6394653
YYYY-54-DD 09:54:SS,149.4377289
YYYY-56-DD 09:56:SS,150.4790344
YYYY-58-DD 09:58:SS,152.4782104
YYYY-00-DD 10:00:SS,151.4901581
YYYY-02-DD 10:02:SS,150.4625244
YYYY-04-DD 10:04:SS,151.1564331
YYYY-06-DD 10:06:SS,151.3097382
YYYY-08-DD 10:08:SS,150.2998505
YYYY-10-DD 10:10:SS,152.1827698
YYYY-12-DD 10:12:SS,152.6191711
YYYY-14-DD 10:14:SS,154.9397583
YYYY-16-DD 10:16:SS,153.8813934
YYYY-18-DD 10:18:SS,151.1940765
YYYY-20-DD 10:20:SS,150.2059174
YYYY-22-DD 10:22:SS,149.8312836
YYYY-24-DD 10:24:SS,149.5043182
YYYY-26-DD 10:26:SS,154.8354645
YYYY-28-DD 10:28:SS,151.2539673
YYYY-30-DD 10:30:SS,151.4690857
YYYY-32-DD 10:32:SS,151.9815369
YYYY-34-DD 10:34:SS,151.7912292
YYYY-36-DD 10:36:SS,152.605835
YYYY-38-DD 10:38:SS,151.5629425
YYYY-40-DD 10:40:SS,149.9958038
YYYY-42-DD 10:42:SS,149.949585
YYYY-44-DD 10:44:SS,148.8601532
YYYY-46-DD 10:46:SS,149.5024872
YYYY-48-DD 10:48:SS,151.4959106
YYYY-50-DD 10:50:SS,151.2919159
YYYY-52-DD 10:52:SS,154.8022766
YYYY-54-DD 10:54:SS,151.4428711
YYYY-56-DD 10:56:SS,151.4171295
YYYY-58-DD 10:58:SS,150.9519348
YYYY-00-DD 11:00:SS,150.4229279
YYYY-02-DD 11:02:SS,145.1371002
YYYY-04-DD 11:04:SS,147.3360748
YYYY-06-DD 11:06:SS,145.9072266
YYYY-08-DD 11:08:SS,146.6273193
YYYY-10-DD 11:10:SS,146.7723236
YYYY-12-DD 11:12:SS,145.5047302
YYYY-14-DD 11:14:SS,144.7653961
YYYY-16-DD 11:16:SS,146.1446381
YYYY-18-DD 11:18:SS,145.6728363
YYYY-20-DD 11:20:SS,179.710968
YYYY-22-DD 11:22:SS,146.5417023
YYYY-24-DD 11:24:SS,146.016922
YYYY-26-DD 11:26:SS,147.3059387
YYYY-28-DD 11:28:SS,145.2352295
YYYY-30-DD 11:30:SS,147.0713806
YYYY-32-DD 11:32:SS,146.3954468
YYYY-34-DD 11:34:SS,144.3333893
YYYY-36-DD 11:36:SS,145.1607819
YYYY-38-DD 11:38:SS,146.4751434
YYYY-40-DD 11:40:SS,147.3487549
YYYY-42-DD 11:42:SS,146.5589447
YYYY-44-DD 11:44:SS,145.0397186
YYYY-46-DD 11:46:SS,143.9274597
YYYY-48-DD 11:48:SS,147.1369019
YYYY-50-DD 11:50:SS,145.9460297
YYYY-52-DD 11:52:SS,146.5753937
YYYY-54-DD 11:54:SS,148.9284058
YYYY-56-DD 11:56:SS,148.2943726
YYYY-58-DD 11:58:SS,150.7412872
YYYY-00-DD 12:00:SS,150.6952057
YYYY-02-DD 12:02:SS,150.6387177
YYYY-04-DD 12:04:SS,150.5589142
YYYY-06-DD 12:06:SS,149.1366119
YYYY-08-DD 12:08:SS,145.7393799
YYYY-10-DD 12:10:SS,146.8153687
YYYY-12-DD 12:12:SS,145.4643097
YYYY-14-DD 12:14:SS,147.6286621
YYYY-16-DD 12:16:SS,149.9653625
YYYY-18-DD 12:18:SS,154.9296875
YYYY-20-DD 12:20:SS,147.953064
YYYY-22-DD 12:22:SS,148.6411285
YYYY-24-DD 12:24:SS,148.5760803
YYYY-26-DD 12:26:SS,151.3509064
YYYY-28-DD 12:28:SS,152.0844727
YYYY-30-DD 12:30:SS,154.2232056
YYYY-32-DD 12:32:SS,155.9273376
YYYY-34-DD 12:34:SS,155.3183899
YYYY-36-DD 12:36:SS,155.0092773
YYYY-38-DD 12:38:SS,157.9216461
YYYY-40-DD 12:40:SS,156.5079346
YYYY-42-DD 12:42:SS,155.77005
YYYY-44-DD 12:44:SS,158.091568
YYYY-46-DD 12:46:SS,157.1786652
YYYY-48-DD 12:48:SS,159.5147095
YYYY-50-DD 12:50:SS,159.2519226
YYYY-52-DD 12:52:SS,160.5605164
YYYY-54-DD 12:54:SS,162.3602905
YYYY-56-DD 12:56:SS,160.1201477
YYYY-58-DD 12:58:SS,215.7772675
YYYY-00-DD 13:00:SS,219.2621002
YYYY-02-DD 13:02:SS,218.6797943
YYYY-04-DD 13:04:SS,216.1435394
YYYY-06-DD 13:06:SS,216.8843842
YYYY-08-DD 13:08:SS,215.6651611
YYYY-10-DD 13:10:SS,213.2840118
YYYY-12-DD 13:12:SS,215.6034546
YYYY-14-DD 13:14:SS,213.0990601
YYYY-16-DD 13:16:SS,210.5453644
YYYY-18-DD 13:18:SS,211.9353333
YYYY-20-DD 13:20:SS,217.7580414
YYYY-22-DD 13:22:SS,212.9825134
YYYY-24-DD 13:24:SS,216.1538239
YYYY-26-DD 13:26:SS,218.7427368
YYYY-28-DD 13:28:SS,215.8742523
YYYY-30-DD 13:30:SS,212.1181183
YYYY-32-DD 13:32:SS,212.5561066
YYYY-34-DD 13:34:SS,209.5930786
YYYY-36-DD 13:36:SS,209.552002
YYYY-38-DD 13:38:SS,209.9104462
YYYY-40-DD 13:40:SS,209.6969604
YYYY-42-DD 13:42:SS,210.7586517
YYYY-44-DD 13:44:SS,207.6195068
YYYY-46-DD 13:46:SS,207.689621
YYYY-48-DD 13:48:SS,208.280304
YYYY-50-DD 13:50:SS,236.749588
YYYY-52-DD 13:52:SS,206.5180054
YYYY-54-DD 13:54:SS,207.6329956
YYYY-56-DD 13:56:SS,205.2242126
YYYY-58-DD 13:58:SS,204.8600616
YYYY-00-DD 14:00:SS,204.9494019
YYYY-02-DD 14:02:SS,200.749115
YYYY-04-DD 14:04:SS,202.3025208
YYYY-06-DD 14:06:SS,201.2670898
YYYY-08-DD 14:08:SS,200.2213593
YYYY-10-DD 14:10:SS,202.2358093
YYYY-12-DD 14:12:SS,202.892746
YYYY-14-DD 14:14:SS,202.1973267
YYYY-16-DD 14:16:SS,201.1676331
YYYY-18-DD 14:18:SS,198.9785919
YYYY-20-DD 14:20:SS,199.462677
YYYY-22-DD 14:22:SS,199.3689423
YYYY-24-DD 14:24:SS,199.2046051
YYYY-26-DD 14:26:SS,199.4049988
YYYY-28-DD 14:28:SS,199.2030182
YYYY-30-DD 14:30:SS,198.1477966
YYYY-32-DD 14:32:SS,197.3571167
YYYY-34-DD 14:34:SS,197.4535217
YYYY-36-DD 14:36:SS,197.6165771
YYYY-38-DD 14:38:SS,197.3674164
YYYY-40-DD 14:40:SS,197.2104797
YYYY-42-DD 14:42:SS,199.0316772
YYYY-44-DD 14:44:SS,197.3395996
YYYY-46-DD 14:46:SS,198.7842102
YYYY-48-DD 14:48:SS,198.0410614
YYYY-50-DD 14:50:SS,198.7347107
YYYY-52-DD 14:52:SS,197.8357849
YYYY-54-DD 14:54:SS,198.407486
YYYY-56-DD 14:56:SS,218.3869476
YYYY-58-DD 14:58:SS,225.5104675
YYYY-00-DD 15:00:SS,247.8544312
YYYY-02-DD 15:02:SS,243.4256744
YYYY-04-DD 15:04:SS,272.100708
YYYY-06-DD 15:06:SS,275.9934387
YYYY-08-DD 15:08:SS,274.8755493
YYYY-10-DD 15:10:SS,261.3457031
YYYY-12-DD 15:12:SS,262.9467468
YYYY-14-DD 15:14:SS,266.2631226
YYYY-16-DD 15:16:SS,262.5698547
YYYY-18-DD 15:18:SS,258.3869934
YYYY-20-DD 15:20:SS,260.0284729
YYYY-22-DD 15:22:SS,259.9386597
YYYY-24-DD 15:24:SS,261.0154114
YYYY-26-DD 15:26:SS,263.3586426
YYYY-28-DD 15:28:SS,258.5201721
YYYY-30-DD 15:30:SS,259.6000671
YYYY-32-DD 15:32:SS,262.399231
YYYY-34-DD 15:34:SS,266.8670044
YYYY-36-DD 15:36:SS,267.1030579
YYYY-38-DD 15:38:SS,265.5209656
YYYY-40-DD 15:40:SS,263.6737061
YYYY-42-DD 15:42:SS,264.4510498
YYYY-44-DD 15:44:SS,265.227356
YYYY-46-DD 15:46:SS,264.9014893
YYYY-48-DD 15:48:SS,262.6680298
YYYY-50-DD 15:50:SS,264.8806458
YYYY-52-DD 15:52:SS,259.5568542
YYYY-54-DD 15:54:SS,264.7540894
YYYY-56-DD 15:56:SS,261.9512329
YYYY-58-DD 15:58:SS,261.1714478
YYYY-00-DD 16:00:SS,272.7295227
YYYY-02-DD 16:02:SS,278.4564209
YYYY-04-DD 16:04:SS,278.6144409
YYYY-06-DD 16:06:SS,283.1994019
YYYY-08-DD 16:08:SS,276.6845093
YYYY-10-DD 16:10:SS,291.8213806
YYYY-12-DD 16:12:SS,304.9585571
YYYY-14-DD 16:14:SS,292.1920166
YYYY-16-DD 16:16:SS,289.1405334
YYYY-18-DD 16:18:SS,245.4326477
YYYY-20-DD 16:20:SS,229.5052948
YYYY-22-DD 16:22:SS,236.0420074
YYYY-24-DD 16:24:SS,231.9655914
YYYY-26-DD 16:26:SS,229.0202332
YYYY-28-DD 16:28:SS,229.7143402
YYYY-30-DD 16:30:SS,229.4761505
YYYY-32-DD 16:32:SS,234.7290039
YYYY-34-DD 16:34:SS,233.061615
YYYY-36-DD 16:36:SS,228.487793
YYYY-38-DD 16:38:SS,237.5809174
YYYY-40-DD 16:40:SS,227.3395996
YYYY-42-DD 16:42:SS,230.0293732
YYYY-44-DD 16:44:SS,238.1398621
YYYY-46-DD 16:46:SS,229.7792511
YYYY-48-DD 16:48:SS,227.3759613
YYYY-50-DD 16:50:SS,234.3536224
YYYY-52-DD 16:52:SS,229.6438293
YYYY-54-DD 16:54:SS,230.1373596
YYYY-56-DD 16:56:SS,231.7335052
YYYY-58-DD 16:58:SS,232.8462067
YYYY-00-DD 17:00:SS,231.2059174
YYYY-02-DD 17:02:SS,233.5206451
YYYY-04-DD 17:04:SS,240.6356659
YYYY-06-DD 17:06:SS,234.3421021
YYYY-08-DD 17:08:SS,235.6318817
YYYY-10-DD 17:10:SS,241.8162537
YYYY-12-DD 17:12:SS,234.5604401
YYYY-14-DD 17:14:SS,245.106369
YYYY-16-DD 17:16:SS,242.331192
YYYY-18-DD 17:18:SS,238.1126862
YYYY-20-DD 17:20:SS,231.6742249
YYYY-22-DD 17:22:SS,231.8250732
YYYY-24-DD 17:24:SS,235.1252441
YYYY-26-DD 17:26:SS,241.9585114
YYYY-28-DD 17:28:SS,235.9675598
YYYY-30-DD 17:30:SS,232.5949402
YYYY-32-DD 17:32:SS,246.1240692
YYYY-34-DD 17:34:SS,232.3626862
YYYY-36-DD 17:36:SS,231.8536224
YYYY-38-DD 17:38:SS,236.8305054
YYYY-40-DD 17:40:SS,230.3830109
YYYY-42-DD 17:42:SS,232.319397
YYYY-44-DD 17:44:SS,241.6844482
YYYY-46-DD 17:46:SS,231.5939941
YYYY-48-DD 17:48:SS,234.9974976
YYYY-50-DD 17:50:SS,237.880188
YYYY-52-DD 17:52:SS,241.3894806
YYYY-54-DD 17:54:SS,227.3447723
YYYY-56-DD 17:56:SS,235.3707428
YYYY-58-DD 17:58:SS,231.7054596
YYYY-00-DD 18:00:SS,230.4530182
YYYY-02-DD 18:02:SS,229.2450562
YYYY-04-DD 18:04:SS,230.4867249
YYYY-06-DD 18:06:SS,234.3056335
YYYY-08-DD 18:08:SS,236.3211212
YYYY-10-DD 18:10:SS,230.0694733
YYYY-12-DD 18:12:SS,232.6027374
YYYY-14-DD 18:14:SS,237.853241
YYYY-16-DD 18:16:SS,233.4046021
YYYY-18-DD 18:18:SS,238.203064
YYYY-20-DD 18:20:SS,237.8945618
YYYY-22-DD 18:22:SS,241.3852844
YYYY-24-DD 18:24:SS,245.9650726
YYYY-26-DD 18:26:SS,248.2019653
YYYY-28-DD 18:28:SS,241.3702698
YYYY-30-DD 18:30:SS,239.1590118
YYYY-32-DD 18:32:SS,242.4768524
YYYY-34-DD 18:34:SS,240.7410889
YYYY-36-DD 18:36:SS,237.8909302
YYYY-38-DD 18:38:SS,239.0974426
YYYY-40-DD 18:40:SS,243.2686768
YYYY-42-DD 18:42:SS,240.6210175
YYYY-44-DD 18:44:SS,235.3496094
YYYY-46-DD 18:46:SS,237.1684875
YYYY-48-DD 18:48:SS,246.4542999
YYYY-50-DD 18:50:SS,238.8873901
YYYY-52-DD 18:52:SS,241.8729248
YYYY-54-DD 18:54:SS,245.803894
YYYY-56-DD 18:56:SS,232.3904724
YYYY-58-DD 18:58:SS,232.3847961
YYYY-00-DD 19:00:SS,238.944397
YYYY-02-DD 19:02:SS,236.6135406
YYYY-04-DD 19:04:SS,233.8175049
YYYY-06-DD 19:06:SS,232.949585
YYYY-08-DD 19:08:SS,231.365387
YYYY-10-DD 19:10:SS,236.7242432
YYYY-12-DD 19:12:SS,242.2546387
YYYY-14-DD 19:14:SS,238.7554626
YYYY-16-DD 19:16:SS,236.5622253
YYYY-18-DD 19:18:SS,241.7322388
YYYY-20-DD 19:20:SS,231.5509796
YYYY-22-DD 19:22:SS,238.352829
YYYY-24-DD 19:24:SS,241.6900177
YYYY-26-DD 19:26:SS,245.7489014
YYYY-28-DD 19:28:SS,236.7532806
YYYY-30-DD 19:30:SS,238.1754761
YYYY-32-DD 19:32:SS,243.8953247
YYYY-34-DD 19:34:SS,237.5322571
YYYY-36-DD 19:36:SS,247.9729004
YYYY-38-DD 19:38:SS,238.8865967
YYYY-40-DD 19:40:SS,238.7120056
YYYY-42-DD 19:42:SS,238.3177185
YYYY-44-DD 19:44:SS,242.2150421
YYYY-46-DD 19:46:SS,237.1526489
YYYY-48-DD 19:48:SS,247.2130432
YYYY-50-DD 19:50:SS,238.6921082
YYYY-52-DD 19:52:SS,242.5574646
YYYY-54-DD 19:54:SS,239.0767365
YYYY-56-DD 19:56:SS,237.2108765
YYYY-58-DD 19:58:SS,236.1346283
YYYY-00-DD 20:00:SS,249.4996185
YYYY-02-DD 20:02:SS,243.1991119
YYYY-04-DD 20:04:SS,237.565094
YYYY-06-DD 20:06:SS,237.9143219
YYYY-08-DD 20:08:SS,238.7355804
YYYY-10-DD 20:10:SS,239.5466003
YYYY-12-DD 20:12:SS,238.40271
YYYY-14-DD 20:14:SS,237.0860901
YYYY-16-DD 20:16:SS,236.9669189
YYYY-18-DD 20:18:SS,249.023941
YYYY-20-DD 20:20:SS,240.5527649
YYYY-22-DD 20:22:SS,246.6316833
YYYY-24-DD 20:24:SS,239.2395325
YYYY-26-DD 20:26:SS,240.0282593
YYYY-28-DD 20:28:SS,236.5738678
YYYY-30-DD 20:30:SS,236.2715912
YYYY-32-DD 20:32:SS,244.5709534
YYYY-34-DD 20:34:SS,243.3910675
YYYY-36-DD 20:36:SS,239.7475739
YYYY-38-DD 20:38:SS,251.664093
YYYY-40-DD 20:40:SS,241.2843018
YYYY-42-DD 20:42:SS,236.805954
YYYY-44-DD 20:44:SS,236.9827271
YYYY-46-DD 20:46:SS,235.0748138
YYYY-48-DD 20:48:SS,235.0244141
YYYY-50-DD 20:50:SS,241.1846161
YYYY-52-DD 20:52:SS,237.4907074
YYYY-54-DD 20:54:SS,243.1979065
YYYY-56-DD 20:56:SS,246.9776611
YYYY-58-DD 20:58:SS,247.1803131
YYYY-00-DD 21:00:SS,246.4187775
YYYY-02-DD 21:02:SS,236.0392456
YYYY-04-DD 21:04:SS,242.2319336
YYYY-06-DD 21:06:SS,252.058197
YYYY-08-DD 21:08:SS,231.577301
YYYY-10-DD 21:10:SS,237.632309
YYYY-12-DD 21:12:SS,243.4963684
YYYY-14-DD 21:14:SS,243.089859
YYYY-16-DD 21:16:SS,241.3669128
YYYY-18-DD 21:18:SS,238.8064117
YYYY-20-DD 21:20:SS,239.1104584
YYYY-22-DD 21:22:SS,238.9822998
YYYY-24-DD 21:24:SS,234.2648621
YYYY-26-DD 21:26:SS,246.3364868
YYYY-28-DD 21:28:SS,242.5926819
YYYY-30-DD 21:30:SS,234.8187714
YYYY-32-DD 21:32:SS,238.3926849
YYYY-34-DD 21:34:SS,236.9290619
YYYY-36-DD 21:36:SS,237.0546112
YYYY-38-DD 21:38:SS,233.7238159
YYYY-40-DD 21:40:SS,237.8880463
YYYY-42-DD 21:42:SS,238.186264
YYYY-44-DD 21:44:SS,235.4782715
YYYY-46-DD 21:46:SS,236.9666595
YYYY-48-DD 21:48:SS,243.27565
YYYY-50-DD 21:50:SS,233.6286621
YYYY-52-DD 21:52:SS,241.3100586
YYYY-54-DD 21:54:SS,243.4025269
YYYY-56-DD 21:56:SS,241.1249847
YYYY-58-DD 21:58:SS,239.8163605
YYYY-00-DD 22:00:SS,240.1597443
YYYY-02-DD 22:02:SS,235.9261475
YYYY-04-DD 22:04:SS,237.3345642
YYYY-06-DD 22:06:SS,241.3384247
YYYY-08-DD 22:08:SS,235.8258362
YYYY-10-DD 22:10:SS,231.2670746
YYYY-12-DD 22:12:SS,233.725769
YYYY-14-DD 22:14:SS,233.0222015
YYYY-16-DD 22:16:SS,241.5316925
YYYY-18-DD 22:18:SS,238.8197632
YYYY-20-DD 22:20:SS,240.1300201
YYYY-22-DD 22:22:SS,234.6685028
YYYY-24-DD 22:24:SS,242.8647614
YYYY-26-DD 22:26:SS,234.5159454
YYYY-28-DD 22:28:SS,239.4464417
YYYY-30-DD 22:30:SS,240.5263214
YYYY-32-DD 22:32:SS,243.4160767
YYYY-34-DD 22:34:SS,234.805954
YYYY-36-DD 22:36:SS,239.5651855
YYYY-38-DD 22:38:SS,236.1392212
YYYY-40-DD 22:40:SS,236.2780762
YYYY-42-DD 22:42:SS,240.258667
YYYY-44-DD 22:44:SS,241.1455688
YYYY-46-DD 22:46:SS,235.2575989
YYYY-48-DD 22:48:SS,234.5739594
YYYY-50-DD 22:50:SS,235.4349976
YYYY-52-DD 22:52:SS,233.7510834
YYYY-54-DD 22:54:SS,237.5810242
YYYY-56-DD 22:56:SS,239.4208832
YYYY-58-DD 22:58:SS,237.569931
YYYY-00-DD 23:00:SS,235.261322
YYYY-02-DD 23:02:SS,233.692749
YYYY-04-DD 23:04:SS,238.459198
YYYY-06-DD 23:06:SS,237.6047211
YYYY-08-DD 23:08:SS,244.6625061
YYYY-10-DD 23:10:SS,238.3136444
YYYY-12-DD 23:12:SS,238.763443
YYYY-14-DD 23:14:SS,234.1211853
YYYY-16-DD 23:16:SS,231.6284485
YYYY-18-DD 23:18:SS,240.7702484
YYYY-20-DD 23:20:SS,236.562088
YYYY-22-DD 23:22:SS,232.2978668
YYYY-24-DD 23:24:SS,233.9615479
YYYY-26-DD 23:26:SS,236.2277527
YYYY-28-DD 23:28:SS,234.6025543
YYYY-30-DD 23:30:SS,250.8310242
YYYY-32-DD 23:32:SS,249.516449
YYYY-34-DD 23:34:SS,249.8722382
YYYY-36-DD 23:36:SS,253.9741821
YYYY-38-DD 23:38:SS,247.5136108
YYYY-40-DD 23:40:SS,251.8323669
YYYY-42-DD 23:42:SS,246.0463104
YYYY-44-DD 23:44:SS,248.7458954
YYYY-46-DD 23:46:SS,247.9586334
YYYY-48-DD 23:48:SS,245.9260101
YYYY-50-DD 23:50:SS,247.4696198
YYYY-52-DD 23:52:SS,255.4777069
YYYY-54-DD 23:54:SS,257.0240479
YYYY-56-DD 23:56:SS,255.3503723
YYYY-58-DD 23:58:SS,247.8474579
YYYY-00-DD 00:00:SS,250.7828827
YYYY-02-DD 00:02:SS,251.8757324
YYYY-04-DD 00:04:SS,248.6937408
YYYY-06-DD 00:06:SS,248.4614105
YYYY-08-DD 00:08:SS,253.0891266
YYYY-10-DD 00:10:SS,252.0552368
YYYY-12-DD 00:12:SS,250.4628296
YYYY-14-DD 00:14:SS,253.5310211
YYYY-16-DD 00:16:SS,251.2548676
YYYY-18-DD 00:18:SS,251.2229462
YYYY-20-DD 00:20:SS,249.2431335
YYYY-22-DD 00:22:SS,249.0313416
YYYY-24-DD 00:24:SS,243.8782349
YYYY-26-DD 00:26:SS,249.9886169
YYYY-28-DD 00:28:SS,245.3241425
YYYY-30-DD 00:30:SS,249.8607635
YYYY-32-DD 00:32:SS,251.8512115
YYYY-34-DD 00:34:SS,248.7980499
YYYY-36-DD 00:36:SS,244.9366455
YYYY-38-DD 00:38:SS,252.6799469
YYYY-40-DD 00:40:SS,249.5189209
YYYY-42-DD 00:42:SS,249.6187592
YYYY-44-DD 00:44:SS,253.8097992
YYYY-46-DD 00:46:SS,250.1491852
YYYY-48-DD 00:48:SS,252.2232971
YYYY-50-DD 00:50:SS,256.7905273
YYYY-52-DD 00:52:SS,246.0120239
YYYY-54-DD 00:54:SS,247.9863281
YYYY-56-DD 00:56:SS,248.0164642
YYYY-58-DD 00:58:SS,245.6295929
YYYY-00-DD 01:00:SS,251.3134766
YYYY-02-DD 01:02:SS,256.3702393
YYYY-04-DD 01:04:SS,247.1764679
YYYY-06-DD 01:06:SS,246.54216
YYYY-08-DD 01:08:SS,245.1073914
YYYY-10-DD 01:10:SS,251.1468964
YYYY-12-DD 01:12:SS,247.8654327
YYYY-14-DD 01:14:SS,250.7985229
YYYY-16-DD 01:16:SS,249.3594208
YYYY-18-DD 01:18:SS,254.5004425
YYYY-20-DD 01:20:SS,255.7101135
YYYY-22-DD 01:22:SS,252.5352173
YYYY-24-DD 01:24:SS,266.8592224
YYYY-26-DD 01:26:SS,256.3261414
YYYY-28-DD 01:28:SS,253.391037
YYYY-30-DD 01:30:SS,246.6315918
YYYY-32-DD 01:32:SS,256.8959961
YYYY-34-DD 01:34:SS,268.2674561
YYYY-36-DD 01:36:SS,258.8589783
YYYY-38-DD 01:38:SS,257.9254456
YYYY-40-DD 01:40:SS,268.1452026
YYYY-42-DD 01:42:SS,258.7323608
YYYY-44-DD 01:44:SS,254.3282013
YYYY-46-DD 01:46:SS,255.9086609
YYYY-48-DD 01:48:SS,255.4215851
YYYY-50-DD 01:50:SS,254.4210815
YYYY-52-DD 01:52:SS,261.8230896
YYYY-54-DD 01:54:SS,251.2813416
YYYY-56-DD 01:56:SS,256.5705872
YYYY-58-DD 01:58:SS,260.3059692
YYYY-00-DD 02:00:SS,256.864502
YYYY-02-DD 02:02:SS,256.5380249
YYYY-04-DD 02:04:SS,254.4624939
YYYY-06-DD 02:06:SS,254.7812958
YYYY-08-DD 02:08:SS,257.040741
YYYY-10-DD 02:10:SS,262.6914978
YYYY-12-DD 02:12:SS,254.9057159
YYYY-14-DD 02:14:SS,256.1425476
YYYY-16-DD 02:16:SS,254.3128357
YYYY-18-DD 02:18:SS,253.5431213
YYYY-20-DD 02:20:SS,252.4389801
YYYY-22-DD 02:22:SS,258.7833252
YYYY-24-DD 02:24:SS,253.9329834
YYYY-26-DD 02:26:SS,261.4035339
YYYY-28-DD 02:28:SS,254.0419922
YYYY-30-DD 02:30:SS,253.668396
YYYY-32-DD 02:32:SS,253.3816833
YYYY-34-DD 02:34:SS,252.158783
YYYY-36-DD 02:36:SS,253.3634186
YYYY-38-DD 02:38:SS,253.7717285
YYYY-40-DD 02:40:SS,250.8057709
YYYY-42-DD 02:42:SS,261.200531
YYYY-44-DD 02:44:SS,254.1941986
YYYY-46-DD 02:46:SS,256.5684509
YYYY-48-DD 02:48:SS,253.7695923
YYYY-50-DD 02:50:SS,255.9076996
YYYY-52-DD 02:52:SS,255.4416809
YYYY-54-DD 02:54:SS,260.2524109
YYYY-56-DD 02:56:SS,264.9194946
YYYY-58-DD 02:58:SS,258.2793579
YYYY-00-DD 03:00:SS,259.241394
YYYY-02-DD 03:02:SS,261.0097046
YYYY-04-DD 03:04:SS,261.0639343
YYYY-06-DD 03:06:SS,270.3301697
YYYY-08-DD 03:08:SS,256.528717
YYYY-10-DD 03:10:SS,256.9102783
