"Station","Date","Time","Precip","type","Air max","min","obs","Wx","Wind dir","speed","Bulb wet","dry","Soil max","min","Evap","Solar","ETo","RH max","min"
DAVIS.C,20190302,2359,0.93,,56,47,,,,,,,57,53,0.11,113,,,,
DAVIS.C,20190303,2359,0.00,,64,47,,,,,,,58,53,0.12,310,,,,
DAVIS.C,20190304,2359,0.00,,60,47,,,,,,,57,53,0.11,297,,,,
DAVIS.C,20190305,2359,0.16,,56,49,,,,,,,57,52,0.13,282,,,,
DAVIS.C,20190306,2359,0.16,,59,52,,,,,,,57,52,0.11,216,,,,
DAVIS.C,20190307,2359,0.00,,59,44,,,,,,,57,52,0.12,273,,,,
DAVIS.C,20190308,2359,0.00,,58,40,,,,,,,58,53,0.12,404,,,,
DAVIS.C,20190309,2359,0.07,,54,43,,,,,,,59,53,0.11,166,,,,
DAVIS.C,20190310,2359,0.04,,58,45,,,,,,,58,54,0.14,332,,,,
DAVIS.C,20190311,2359,0.00,,65,44,,,,,,,59,54,0.13,484,,,,
DAVIS.C,20190312,2359,0.00,,66,39,,,,,,,58,54,0.15,425,,,,
DAVIS.C,20190313,2359,0.00,,61,43,,,,,,,59,54,0.14,505,,,,
DAVIS.C,20190314,2359,0.00,,64,43,,,,,,,58,54,0.16,504,,,,
DAVIS.C,20190315,2359,0.00,,67,37,,,,,,,58,54,0.16,499,,,,
DAVIS.C,20190316,2359,0.00,,73,38,,,,,,,58,53,0.16,505,,,,
DAVIS.C,20190317,2359,0.00,,73,40,,,,,,,58,54,0.16,484,,,,
DAVIS.C,20190318,2359,0.00,,77,43,,,,,,,59,54,0.17,503,,,,
DAVIS.C,20190319,2359,0.06,,73,48,,,,,,,60,54,0.16,353,,,,
DAVIS.C,20190320,2359,0.28,,64,45,,,,,,,60,55,0.15,344,,,,
DAVIS.C,20190321,2359,0.00,,65,38,,,,,,,61,55,0.17,521,,,,
DAVIS.C,20190322,2359,0.46,,55,43,,,,,,,61,55,0.19,144,,,,
DAVIS.C,20190323,2359,0.42,,66,46,,,,,,,61,55,0.18,428,,,,
DAVIS.C,20190324,2359,0.00,,64,42,,,,,,,61,56,0.15,458,,,,
DAVIS.C,20190325,2359,0.58,,62,46,,,,,,,62,55,0.18,155,,,,
DAVIS.C,20190326,2359,0.15,,66,49,,,,,,,62,56,0.18,256,,,,
DAVIS.C,20190327,2359,0.31,,64,49,,,,,,,62,56,0.22,255,,,,
DAVIS.C,20190328,2359,0.33,,62,47,,,,,,,63,57,0.25,271,,,,
DAVIS.C,20190329,2359,0.00,,65,40,,,,,,,62,57,0.27,528,,,,
DAVIS.C,20190330,2359,0.00,,71,42,,,,,,,63,57,0.24,546,,,,
DAVIS.C,20190331,2359,0.00,,74,43,,,,,,,63,58,0.24,502,,,,
DAVIS.C,20190401,2359,0.05,,67,51,,,,,,,64,58,0.24,219,,,,
DAVIS.C,20190402,2359,0.03,,65,51,,,,,,,64,58,0.24,303,,,,
DAVIS.C,20190403,2359,0.00,,65,52,,,,,,,65,59,0.22,379,,,,
DAVIS.C,20190404,2359,0.00,,65,52,,,,,,,66,59,0.24,344,,,,
DAVIS.C,20190405,2359,0.07,,63,50,,,,,,,67,60,0.26,212,,,,
DAVIS.C,20190406,2359,0.00,,68,53,,,,,,,67,60,0.21,300,,,,
DAVIS.C,20190407,2359,0.00,,75,55,,,,,,,67,61,0.22,515,,,,
DAVIS.C,20190408,2359,0.00,,70,44,,,,,,,66,60,0.22,427,,,,
DAVIS.C,20190409,2359,0.01,,74,49,,,,,,,67,60,0.23,613,,,,
DAVIS.C,20190410,2359,0.00,,71,48,,,,,,,67,61,0.23,616,,,,
DAVIS.C,20190411,2359,0.00,,69,49,,,,,,,67,62,0.26,357,,,,
DAVIS.C,20190412,2359,0.00,,74,48,,,,,,,68,61,0.26,618,,,,
DAVIS.C,20190413,2359,0.00,,77,46,,,,,,,68,62,0.25,586,,,,
DAVIS.C,20190414,2359,0.00,,75,49,,,,,,,69,62,0.23,512,,,,
DAVIS.C,20190415,2359,0.03,,59,49,,,,,,,69,63,0.27,163,,,,
DAVIS.C,20190416,2359,0.00,,68,48,,,,,,,69,63,0.25,454,,,,
DAVIS.C,20190417,2359,0.00,,78,43,,,,,,,69,63,0.21,630,,,,
DAVIS.C,20190418,2359,0.00,,83,47,,,,,,,68,62,0.23,631,,,,
DAVIS.C,20190419,2359,0.00,,84,51,,,,,,,68,63,0.24,535,,,,
DAVIS.C,20190420,2359,0.00,,73,52,,,,,,,70,63,0.24,595,,,,
DAVIS.C,20190421,2359,0.00,,79,45,,,,,,,71,63,0.26,657,,,,
DAVIS.C,20190422,2359,0.00,,87,51,,,,,,,71,64,0.25,659,,,,
DAVIS.C,20190423,2359,0.00,,73,47,,,,,,,70,65,0.26,632,,,,
DAVIS.C,20190424,2359,0.00,,91,57,,,,,,,70,63,0.24,631,,,,
DAVIS.C,20190425,2359,0.00,,88,55,,,,,,,70,64,0.28,650,,,,
DAVIS.C,20190426,2359,0.00,,88,49,,,,,,,71,64,0.28,642,,,,
DAVIS.C,20190427,2359,0.00,,78,50,,,,,,,72,65,0.32,653,,,,
DAVIS.C,20190428,2359,0.00,,79,49,,,,,,,73,65,0.32,602,,,,
DAVIS.C,20190429,2359,0.00,,76,49,,,,,,,73,66,0.33,655,,,,
DAVIS.C,20190430,2359,0.00,,71,51,,,,,,,73,67,0.30,601,,,,
DAVIS.C,20190501,2359,0.00,,79,46,,,,,,,72,66,0.33,695,,,,
DAVIS.C,20190502,2359,0.01,,82,49,,,,,,,73,66,0.32,686,,,,
DAVIS.C,20190503,2359,0.00,,82,49,,,,,,,74,66,0.32,671,,,,
DAVIS.C,20190504,2359,0.00,,81,44,,,,,,,75,64,0.33,701,,,,
DAVIS.C,20190505,2359,0.00,,76,44,,,,,,,74,68,0.32,693,,,,
DAVIS.C,20190506,2359,0.00,,69,49,,,,,,,74,68,0.34,640,,,,
DAVIS.C,20190507,2359,0.00,,75,48,,,,,,,75,68,0.33,668,,,,
DAVIS.C,20190508,2359,0.00,,82,50,,,,,,,75,68,0.34,674,,,,
DAVIS.C,20190509,2359,0.00,,77,51,,,,,,,75,69,0.38,664,,,,
DAVIS.C,20190510,2359,0.00,,85,51,,,,,,,75,68,0.34,683,,,,
DAVIS.C,20190511,2359,0.00,,82,50,,,,,,,76,69,0.36,691,,,,
DAVIS.C,20190512,2359,0.00,,82,50,,,,,,,76,69,0.37,682,,,,
DAVIS.C,20190513,2359,0.00,,84,50,,,,,,,77,70,0.35,650,,,,
DAVIS.C,20190514,2359,0.00,,75,53,,,,,,,77,70,0.35,477,,,,
DAVIS.C,20190515,2359,1.14,,65,54,,,,,,,77,70,0.36,204,,,,
DAVIS.C,20190516,2359,0.11,,61,52,,,,,,,77,70,0.39,397,,,,
DAVIS.C,20190517,2359,0.00,,69,49,,,,,,,77,70,0.36,644,,,,
DAVIS.C,20190518,2359,0.82,,58,49,,,,,,,78,70,0.35,162,,,,
DAVIS.C,20190519,2359,0.50,,60,46,,,,,,,78,70,0.38,378,,,,
DAVIS.C,20190520,2359,0.00,,68,43,,,,,,,78,71,0.37,671,,,,
DAVIS.C,20190521,2359,0.26,,67,49,,,,,,,79,71,0.37,552,,,,
DAVIS.C,20190522,2359,0.00,,76,48,,,,,,,80,73,0.39,676,,,,
DAVIS.C,20190523,2359,0.00,,78,58,,,,,,,81,73,0.40,657,,,,
DAVIS.C,20190524,2359,0.00,,76,55,,,,,,,82,74,0.39,694,,,,
DAVIS.C,20190525,2359,0.00,,72,52,,,,,,,82,74,0.36,387,,,,
DAVIS.C,20190526,2359,0.05,,63,50,,,,,,,81,74,0.38,424,,,,
DAVIS.C,20190527,2359,0.00,,72,51,,,,,,,81,74,0.36,615,,,,
DAVIS.C,20190528,2359,0.00,,83,51,,,,,,,81,74,0.35,701,,,,
DAVIS.C,20190529,2359,0.00,,86,54,,,,,,,81,74,0.35,700,,,,
DAVIS.C,20190530,2359,0.00,,80,55,,,,,,,82,74,0.38,669,,,,
DAVIS.C,20190531,2359,0.00,,87,55,,,,,,,81,75,0.38,741,,,,
DAVIS.C,20190601,2359,0.00,,90,60,,,,,,,82,74,0.39,719,,,,
DAVIS.C,20190602,2359,0.00,,84,57,,,,,,,82,75,0.41,699,,,,
DAVIS.C,20190603,2359,0.00,,89,55,,,,,,,82,75,0.40,708,,,,
DAVIS.C,20190604,2359,0.00,,94,59,,,,,,,81,75,0.39,713,,,,
DAVIS.C,20190605,2359,0.00,,96,64,,,,,,,82,75,0.39,701,,,,
DAVIS.C,20190606,2359,0.00,,84,57,,,,,,,81,75,0.41,746,,,,
DAVIS.C,20190607,2359,0.00,,79,51,,,,,,,82,75,0.41,756,,,,
DAVIS.C,20190608,2359,0.00,,85,61,,,,,,,82,75,0.40,758,,,,
DAVIS.C,20190609,2359,0.00,,91,67,,,,,,,84,75,0.44,725,,,,
DAVIS.C,20190610,2359,0.00,,100,61,,,,,,,84,77,0.43,725,,,,
DAVIS.C,20190611,2359,0.00,,101,65,,,,,,,84,77,0.44,742,,,,
DAVIS.C,20190612,2359,0.00,,101,67,,,,,,,84,77,0.43,641,,,,
DAVIS.C,20190613,2359,0.00,,90,60,,,,,,,85,77,0.44,696,,,,
DAVIS.C,20190614,2359,0.00,,87,55,,,,,,,85,78,0.46,725,,,,
DAVIS.C,20190615,2359,0.00,,80,53,,,,,,,86,79,0.46,717,,,,
DAVIS.C,20190616,2359,0.00,,87,51,,,,,,,86,79,0.46,712,,,,
DAVIS.C,20190617,2359,0.02,,95,56,,,,,,,86,79,0.47,730,,,,
DAVIS.C,20190618,2359,0.00,,101,63,,,,,,,87,79,0.47,653,,,,
DAVIS.C,20190619,2359,0.01,,97,59,,,,,,,87,80,0.44,741,,,,
DAVIS.C,20190620,2359,0.00,,88,58,,,,,,,87,80,0.48,707,,,,
DAVIS.C,20190621,2359,0.00,,87,58,,,,,,,88,80,0.44,773,,,,
DAVIS.C,20190622,2359,0.00,,91,60,,,,,,,88,81,0.48,768,,,,
DAVIS.C,20190623,2359,0.00,,94,55,,,,,,,89,81,0.47,741,,,,
DAVIS.C,20190624,2359,0.00,,92,57,,,,,,,88,81,0.47,709,,,,
DAVIS.C,20190625,2359,0.00,,91,56,,,,,,,89,81,0.45,743,,,,
DAVIS.C,20190626,2359,0.00,,79,57,,,,,,,89,82,0.42,741,,,,
DAVIS.C,20190627,2359,0.00,,79,53,,,,,,,89,82,0.44,711,,,,
DAVIS.C,20190628,2359,0.00,,90,57,,,,,,,88,82,0.42,654,,,,
DAVIS.C,20190629,2359,0.01,,90,56,,,,,,,87,81,0.42,686,,,,
DAVIS.C,20190630,2359,0.00,,87,55,,,,,,,88,81,0.41,755,,,,
DAVIS.C,20190701,2359,0.00,,86,52,,,,,,,88,81,0.43,713,,,,
DAVIS.C,20190702,2359,0.00,,93,56,,,,,,,89,81,0.43,705,,,,
DAVIS.C,20190703,2359,0.00,,87,55,,,,,,,89,82,0.48,727,,,,
DAVIS.C,20190704,2359,0.00,,90,54,,,,,,,89,82,0.43,728,,,,
DAVIS.C,20190705,2359,0.00,,94,56,,,,,,,90,82,0.43,724,,,,
DAVIS.C,20190706,2359,0.00,,91,55,,,,,,,90,83,0.48,700,,,,
DAVIS.C,20190707,2359,0.00,,93,56,,,,,,,90,83,0.45,699,,,,
DAVIS.C,20190708,2359,0.00,,80,56,,,,,,,91,83,0.43,712,,,,
DAVIS.C,20190709,2359,0.00,,84,53,,,,,,,91,83,0.45,709,,,,
DAVIS.C,20190710,2359,0.00,,88,59,,,,,,,91,83,0.46,706,,,,
DAVIS.C,20190711,2359,0.00,,91,58,,,,,,,91,83,0.43,714,,,,
DAVIS.C,20190712,2359,0.00,,94,58,,,,,,,91,83,0.42,722,,,,
DAVIS.C,20190713,2359,0.00,,95,57,,,,,,,92,84,0.44,727,,,,
DAVIS.C,20190714,2359,0.00,,91,57,,,,,,,92,84,0.47,731,,,,
DAVIS.C,20190715,2359,0.00,,94,58,,,,,,,92,85,0.47,675,,,,
DAVIS.C,20190716,2359,0.00,,90,59,,,,,,,91,84,0.46,696,,,,
DAVIS.C,20190717,2359,0.00,,92,57,,,,,,,90,84,0.44,673,,,,
DAVIS.C,20190718,2359,0.00,,86,61,,,,,,,91,83,0.42,702,,,,
DAVIS.C,20190719,2359,0.00,,85,56,,,,,,,91,84,0.43,713,,,,
DAVIS.C,20190720,2359,0.00,,85,55,,,,,,,91,84,0.44,706,,,,
DAVIS.C,20190721,2359,0.00,,92,56,,,,,,,91,83,0.43,663,,,,
DAVIS.C,20190722,2359,0.00,,96,59,,,,,,,90,83,0.41,699,,,,
DAVIS.C,20190723,2359,0.00,,95,58,,,,,,,90,83,0.41,696,,,,
DAVIS.C,20190724,2359,0.01,,97,54,,,,,,,90,83,0.42,710,,,,
DAVIS.C,20190725,2359,0.00,,93,56,,,,,,,91,83,0.41,664,,,,
DAVIS.C,20190726,2359,0.00,,92,60,,,,,,,91,83,0.41,695,,,,
DAVIS.C,20190727,2359,0.00,,101,55,,,,,,,91,83,0.42,696,,,,
DAVIS.C,20190728,2359,0.00,,100,62,,,,,,,91,83,0.43,689,,,,
DAVIS.C,20190729,2359,0.00,,89,59,,,,,,,91,82,0.43,700,,,,
DAVIS.C,20190730,2359,0.00,,85,55,,,,,,,91,83,0.41,703,,,,
DAVIS.C,20190731,2359,0.00,,92,52,,,,,,,91,83,0.41,701,,,,
DAVIS.C,20190801,2359,0.00,,87,55,,,,,,,91,83,0.41,686,,,,
DAVIS.C,20190802,2359,0.00,,92,57,,,,,,,91,83,0.41,679,,,,
DAVIS.C,20190803,2359,0.00,,96,58,,,,,,,91,84,0.42,683,,,,
DAVIS.C,20190804,2359,0.00,,93,57,,,,,,,91,84,0.42,657,,,,
DAVIS.C,20190805,2359,0.00,,93,56,,,,,,,91,84,0.41,654,,,,
DAVIS.C,20190806,2359,0.00,,95,60,,,,,,,91,84,0.41,641,,,,
DAVIS.C,20190807,2359,0.00,,91,58,,,,,,,91,84,0.40,656,,,,
DAVIS.C,20190808,2359,0.00,,95,57,,,,,,,91,84,0.42,640,,,,
DAVIS.C,20190809,2359,0.00,,87,55,,,,,,,91,84,0.42,520,,,,
DAVIS.C,20190810,2359,0.00,,84,61,,,,,,,90,83,0.43,635,,,,
DAVIS.C,20190811,2359,0.00,,88,58,,,,,,,90,83,0.41,659,,,,
DAVIS.C,20190812,2359,0.00,,93,55,,,,,,,90,82,0.40,655,,,,
DAVIS.C,20190813,2359,0.00,,99,57,,,,,,,90,83,0.41,654,,,,
DAVIS.C,20190814,2359,0.01,,100,60,,,,,,,89,83,0.42,657,,,,
DAVIS.C,20190815,2359,0.00,,102,64,,,,,,,89,83,0.40,643,,,,
DAVIS.C,20190816,2359,0.00,,100,61,,,,,,,90,83,0.38,639,,,,
DAVIS.C,20190817,2359,0.00,,92,55,,,,,,,89,82,0.39,614,,,,
DAVIS.C,20190818,2359,0.00,,84,56,,,,,,,89,82,0.38,650,,,,
DAVIS.C,20190819,2359,0.00,,83,55,,,,,,,88,82,0.38,639,,,,
DAVIS.C,20190820,2359,0.01,,90,54,,,,,,,88,81,0.35,603,,,,
DAVIS.C,20190821,2359,0.00,,93,53,,,,,,,88,82,0.36,619,,,,
DAVIS.C,20190822,2359,0.00,,96,65,,,,,,,89,81,0.37,613,,,,
DAVIS.C,20190823,2359,0.00,,96,61,,,,,,,88,82,0.35,610,,,,
DAVIS.C,20190824,2359,0.00,,97,59,,,,,,,88,81,0.37,600,,,,
DAVIS.C,20190825,2359,0.00,,98,61,,,,,,,88,81,0.41,603,,,,
DAVIS.C,20190826,2359,0.00,,99,58,,,,,,,88,81,0.36,603,,,,
DAVIS.C,20190827,2359,0.00,,97,58,,,,,,,88,81,0.38,576,,,,
DAVIS.C,20190828,2359,0.00,,91,59,,,,,,,88,81,0.38,568,,,,
DAVIS.C,20190829,2359,0.00,,89,61,,,,,,,88,81,0.38,589,,,,
DAVIS.C,20190830,2359,0.00,,92,55,,,,,,,87,81,0.38,603,,,,
DAVIS.C,20190831,2359,0.00,,95,56,,,,,,,87,80,0.35,591,,,,
DAVIS.C,20190901,2359,0.00,,96,58,,,,,,,87,81,0.39,592,,,,
DAVIS.C,20190902,2359,0.00,,96,57,,,,,,,87,81,0.36,575,,,,
DAVIS.C,20190903,2359,0.00,,92,57,,,,,,,87,81,0.38,590,,,,
DAVIS.C,20190904,2359,0.00,,95,56,,,,,,,87,81,0.40,496,,,,
DAVIS.C,20190905,2359,0.00,,91,59,,,,,,,87,81,0.38,538,,,,
DAVIS.C,20190906,2359,0.00,,89,57,,,,,,,87,81,0.39,580,,,,
DAVIS.C,20190907,2359,0.00,,79,58,,,,,,,86,81,0.38,517,,,,
DAVIS.C,20190908,2359,0.00,,82,53,,,,,,,86,80,0.35,556,,,,
DAVIS.C,20190909,2359,0.00,,84,52,,,,,,,85,79,0.35,541,,,,
DAVIS.C,20190910,2359,0.00,,81,51,,,,,,,84,79,0.32,538,,,,
DAVIS.C,20190911,2359,0.00,,87,54,,,,,,,84,78,0.35,531,,,,
DAVIS.C,20190912,2359,0.00,,91,54,,,,,,,84,78,0.36,524,,,,
DAVIS.C,20190913,2359,0.00,,97,53,,,,,,,84,79,0.35,526,,,,
DAVIS.C,20190914,2359,0.00,,96,54,,,,,,,83,78,0.32,513,,,,
DAVIS.C,20190915,2359,0.00,,86,55,,,,,,,84,78,0.32,486,,,,
DAVIS.C,20190916,2359,0.03,,86,53,,,,,,,83,78,0.31,481,,,,
DAVIS.C,20190917,2359,0.00,,80,53,,,,,,,82,77,0.32,506,,,,
DAVIS.C,20190918,2359,0.01,,87,54,,,,,,,81,77,0.33,477,,,,
DAVIS.C,20190919,2359,0.02,,88,53,,,,,,,82,76,0.33,466,,,,
DAVIS.C,20190920,2359,0.00,,84,53,,,,,,,82,76,0.32,430,,,,
DAVIS.C,20190921,2359,0.00,,90,54,,,,,,,82,76,0.35,488,,,,
DAVIS.C,20190922,2359,0.00,,88,54,,,,,,,82,76,0.34,454,,,,
DAVIS.C,20190923,2359,0.00,,88,53,,,,,,,81,76,0.30,438,,,,
DAVIS.C,20190924,2359,0.02,,87,53,,,,,,,80,76,0.28,459,,,,
DAVIS.C,20190925,2359,0.02,,87,54,,,,,,,80,75,0.32,446,,,,
DAVIS.C,20190926,2359,0.00,,88,53,,,,,,,80,75,0.29,447,,,,
DAVIS.C,20190927,2359,0.01,,86,53,,,,,,,80,75,0.27,432,,,,
DAVIS.C,20190928,2359,0.00,,87,53,,,,,,,79,74,0.25,440,,,,
DAVIS.C,20190929,2359,0.02,,87,52,,,,,,,79,74,0.28,441,,,,
DAVIS.C,20190930,2359,0.02,,86,52,,,,,,,79,74,0.31,434,,,,
DAVIS.C,20191001,2359,0.00,,84,53,,,,,,,79,74,0.30,417,,,,
DAVIS.C,20191002,2359,0.00,,84,52,,,,,,,78,74,0.29,417,,,,
DAVIS.C,20191003,2359,0.00,,84,50,,,,,,,78,73,0.28,421,,,,
DAVIS.C,20191004,2359,0.01,,81,51,,,,,,,78,73,0.28,399,,,,
DAVIS.C,20191005,2359,0.02,,83,51,,,,,,,78,73,0.27,414,,,,
DAVIS.C,20191006,2359,0.00,,83,50,,,,,,,77,72,0.25,413,,,,
DAVIS.C,20191007,2359,0.01,,84,51,,,,,,,76,72,0.26,420,,,,
DAVIS.C,20191008,2359,0.00,,84,50,,,,,,,76,72,0.28,402,,,,
DAVIS.C,20191009,2359,0.01,,83,50,,,,,,,76,72,0.25,390,,,,
DAVIS.C,20191010,2359,0.01,,77,48,,,,,,,75,71,0.31,421,,,,
DAVIS.C,20191011,2359,0.00,,77,43,,,,,,,75,70,0.27,387,,,,
DAVIS.C,20191012,2359,0.00,,79,41,,,,,,,75,70,0.26,388,,,,
DAVIS.C,20191013,2359,0.00,,79,41,,,,,,,74,69,0.29,376,,,,
DAVIS.C,20191014,2359,0.00,,82,42,,,,,,,74,70,0.25,401,,,,
DAVIS.C,20191015,2359,0.00,,80,40,,,,,,,73,69,0.23,396,,,,
DAVIS.C,20191016,2359,0.00,,75,43,,,,,,,73,69,0.26,280,,,,
DAVIS.C,20191017,2359,0.00,,73,51,,,,,,,72,68,0.24,380,,,,
DAVIS.C,20191018,2359,0.00,,75,45,,,,,,,73,68,0.21,373,,,,
DAVIS.C,20191019,2359,0.03,,79,47,,,,,,,72,67,0.20,331,,,,
DAVIS.C,20191020,2359,0.02,,78,48,,,,,,,72,67,0.21,337,,,,
DAVIS.C,20191021,2359,0.03,,77,48,,,,,,,71,67,0.20,325,,,,
DAVIS.C,20191022,2359,0.00,,85,52,,,,,,,70,67,0.20,368,,,,
DAVIS.C,20191023,2359,0.00,,87,59,,,,,,,70,66,0.18,355,,,,
DAVIS.C,20191024,2359,0.00,,87,55,,,,,,,70,66,0.20,360,,,,
DAVIS.C,20191025,2359,0.00,,87,45,,,,,,,69,66,0.20,352,,,,
DAVIS.C,20191026,2359,0.11,,75,47,,,,,,,68,65,0.21,301,,,,
DAVIS.C,20191027,2359,0.01,,74,47,,,,,,,68,65,0.18,302,,,,
DAVIS.C,20191028,2359,0.00,,70,41,,,,,,,67,64,0.19,357,,,,
DAVIS.C,20191029,2359,0.00,,68,37,,,,,,,67,64,0.18,347,,,,
DAVIS.C,20191030,2359,0.00,,68,44,,,,,,,66,63,0.16,338,,,,
DAVIS.C,20191031,2359,0.00,,71,41,,,,,,,66,62,0.15,342,,,,
DAVIS.C,20191101,2359,0.00,,72,31,,,,,,,66,62,0.16,335,,,,
DAVIS.C,20191102,2359,0.00,,76,37,,,,,,,66,61,0.19,328,,,,
DAVIS.C,20191103,2359,0.00,,77,35,,,,,,,66,62,0.17,317,,,,
DAVIS.C,20191104,2359,0.00,,79,43,,,,,,,65,61,0.15,316,,,,
DAVIS.C,20191105,2359,0.00,,80,38,,,,,,,65,61,0.13,313,,,,
DAVIS.C,20191106,2359,0.08,,70,46,,,,,,,65,62,0.15,239,,,,
DAVIS.C,20191107,2359,0.00,,77,38,,,,,,,64,61,0.17,297,,,,
DAVIS.C,20191108,2359,0.00,,78,40,,,,,,,63,60,0.15,305,,,,
DAVIS.C,20191109,2359,0.00,,81,39,,,,,,,61,59,0.12,305,,,,
DAVIS.C,20191110,2359,0.00,,76,41,,,,,,,61,58,0.12,291,,,,
DAVIS.C,20191111,2359,0.00,,76,42,,,,,,,60,58,0.10,257,,,,
DAVIS.C,20191112,2359,0.00,,74,43,,,,,,,60,57,0.09,246,,,,
DAVIS.C,20191113,2359,0.00,,73,44,,,,,,,59,57,0.11,230,,,,
DAVIS.C,20191114,2359,0.00,,69,52,,,,,,,58,56,0.12,255,,,,
DAVIS.C,20191115,2359,0.00,,68,45,,,,,,,58,56,0.15,269,,,,
DAVIS.C,20191116,2359,0.00,,71,42,,,,,,,57,55,0.10,267,,,,
DAVIS.C,20191117,2359,0.00,,73,40,,,,,,,57,55,0.09,265,,,,
DAVIS.C,20191118,2359,0.00,,76,41,,,,,,,58,54,0.09,267,,,,
DAVIS.C,20191119,2359,0.00,,69,47,,,,,,,57,55,0.11,260,,,,
DAVIS.C,20191120,2359,0.00,,69,50,,,,,,,56,54,0.09,228,,,,
DAVIS.C,20191121,2359,0.00,,65,38,,,,,,,55,54,0.10,249,,,,
DAVIS.C,20191122,2359,0.00,,66,40,,,,,,,56,53,0.11,248,,,,
DAVIS.C,20191123,2359,0.00,,68,35,,,,,,,55,53,0.09,259,,,,
DAVIS.C,20191124,2359,0.00,,67,34,,,,,,,55,52,0.10,253,,,,
DAVIS.C,20191125,2359,0.00,,63,35,,,,,,,54,52,0.09,258,,,,
DAVIS.C,20191126,2359,0.11,,53,43,,,,,,,54,52,0.11,69,,,,
DAVIS.C,20191127,2359,0.00,,53,38,,,,,,,53,51,0.10,215,,,,
DAVIS.C,20191128,2359,0.02,,49,35,,,,,,,53,51,0.09,133,,,,
DAVIS.C,20191129,2359,0.00,,55,30,,,,,,,53,51,0.12,253,,,,
DAVIS.C,20191130,2359,0.12,,50,34,,,,,,,53,50,0.07,57,,,,
DAVIS.C,20191201,2359,0.06,,52,45,,,,,,,53,50,0.09,26,,,,
DAVIS.C,20191202,2359,0.12,,52,45,,,,,,,52,50,0.07,49,,,,
DAVIS.C,20191203,2359,0.00,,62,50,,,,,,,53,50,0.07,194,,,,
DAVIS.C,20191204,2359,0.04,,54,50,,,,,,,52,50,0.06,46,,,,
DAVIS.C,20191205,2359,0.00,,58,52,,,,,,,52,50,0.05,100,,,,
DAVIS.C,20191206,2359,0.06,,64,49,,,,,,,52,50,0.06,167,,,,
DAVIS.C,20191207,2359,0.17,,57,41,,,,,,,52,50,0.06,175,,,,
DAVIS.C,20191208,2359,0.06,,62,50,,,,,,,52,49,0.09,132,,,,
DAVIS.C,20191209,2359,0.00,,61,42,,,,,,,52,50,0.09,229,,,,
DAVIS.C,20191210,2359,0.16,,53,44,,,,,,,51,49,0.07,89,,,,
DAVIS.C,20191211,2359,0.13,,55,50,,,,,,,51,49,0.07,52,,,,
DAVIS.C,20191212,2359,0.00,,65,52,,,,,,,50,48,0.07,129,,,,
DAVIS.C,20191213,2359,0.04,,57,53,,,,,,,50,48,0.05,34,,,,
DAVIS.C,20191214,2359,0.00,,58,45,,,,,,,50,48,0.09,209,,,,
DAVIS.C,20191215,2359,0.00,,55,37,,,,,,,50,48,0.07,225,,,,
DAVIS.C,20191216,2359,0.00,,54,36,,,,,,,49,47,0.06,231,,,,
DAVIS.C,20191217,2359,0.01,,51,36,,,,,,,49,47,0.04,155,,,,
DAVIS.C,20191218,2359,0.21,,51,42,,,,,,,49,46,0.07,110,,,,
DAVIS.C,20191219,2359,0.00,,55,45,,,,,,,49,46,0.06,95,,,,
DAVIS.C,20191220,2359,0.01,,57,41,,,,,,,48,46,0.08,172,,,,
DAVIS.C,20191221,2359,0.00,,53,42,,,,,,,48,46,0.05,91,,,,
DAVIS.C,20191222,2359,0.14,,53,37,,,,,,,47,45,0.05,50,,,,
DAVIS.C,20191223,2359,0.00,,56,38,,,,,,,46,45,0.06,215,,,,
DAVIS.C,20191224,2359,0.00,,49,36,,,,,,,46,44,0.06,179,,,,
DAVIS.C,20191225,2359,0.04,,52,42,,,,,,,46,44,0.06,81,,,,
DAVIS.C,20191226,2359,0.03,,52,34,,,,,,,46,44,0.04,136,,,,
DAVIS.C,20191227,2359,0.07,,52,36,,,,,,,46,44,0.04,124,,,,
DAVIS.C,20191228,2359,0.13,,53,37,,,,,,,47,44,0.05,126,,,,
DAVIS.C,20191229,2359,0.22,,53,37,,,,,,,47,44,0.06,142,,,,
DAVIS.C,20191230,2359,0.23,,52,37,,,,,,,47,45,0.06,126,,,,
DAVIS.C,20191231,2359,0.18,,53,37,,,,,,,47,45,0.04,142,,,,
DAVIS.C,20200101,2359,0.13,,53,37,,,,,,,47,45,0.04,143,,,,
DAVIS.C,20200102,2359,0.00,,63,39,,,,,,,47,45,0.04,219,,,,
DAVIS.C,20200103,2359,0.00,,58,36,,,,,,,47,45,0.04,193,,,,
DAVIS.C,20200104,2359,0.02,,56,41,,,,,,,47,45,0.04,180,,,,
DAVIS.C,20200105,2359,0.00,,61,36,,,,,,,48,45,0.04,237,,,,
DAVIS.C,20200106,2359,0.00,,59,38,,,,,,,47,45,0.06,237,,,,
DAVIS.C,20200107,2359,0.01,,46,34,,,,,,,47,45,0.05,116,,,,
DAVIS.C,20200108,2359,0.01,,47,39,,,,,,,47,45,0.05,69,,,,
DAVIS.C,20200109,2359,0.29,,52,43,,,,,,,48,45,0.04,98,,,,
DAVIS.C,20200110,2359,0.00,,54,34,,,,,,,48,45,0.04,249,,,,
DAVIS.C,20200111,2359,0.00,,59,41,,,,,,,48,46,0.04,234,,,,
